MATRICULA,NOME,EST_CIVIL,GRAU_INSTRUCAO,NASC_DT,SEXO,LOCALIZACAO,FUNCAO_LOCALIZACAO,LOCALIZACAO_DT,POSSE_BANCO_DT
8332680,Ryan Aparecida,1,8,4011985,1,8558,12381,2021-11-22,2012-05-14
8349216,Ryan Rios,1,8,7041974,1,8558,12331,2016-12-29,2004-08-23
8396350,Sabrina Silveira,3,8,25021978,2,8558,12381,2021-03-23,2016-04-04
8456595,Sarah Campos,1,8,12031980,2,8558,12331,2022-04-11,2009-12-01
8528889,Sophia Mendonça,3,8,19111979,2,8558,12331,2022-07-06,2015-08-24
8548231,Sophie Cunha,M,8,11121977,2,8558,12330,2024-02-20,2009-09-28
8583271,Augusto Araújo,2,8,16081996,1,8558,12330,2016-12-30,2005-05-30
8636601,Calebe da Cruz,1,8,17121981,1,8558,12392,2024-03-11,2010-06-28
8667749,Danilo Peixoto,1,8,8121975,1,8558,12331,2024-01-02,2009-08-17
8719860,Gabriel Freitas,2,8,5051984,1,9572,12381,2007-10-30,2011-02-07
8766685,João Pedro Moraes,1,8,26011967,1,8558,12381,2024-01-18,2007-11-23
8782877,Kaique Pimenta,2,8,20071986,1,8558,12381,2014-05-28,2009-12-01
8820066,Matheus Freitas,2,8,28011974,1,8558,12392,2005-11-10,2009-12-01
8845844,Pedro Lucas Vieira,1,8,1041980,1,8558,12381,2009-04-27,2006-03-13
8863266,Pietro Pinto,1,8,12111985,1,8558,12392,2021-03-22,1999-08-09
8891060,Theo Sá,3,8,7051971,1,8558,12051,2021-07-05,2001-07-16
8932181,Vitor Hugo Martins,2,8,26011977,1,8558,12380,2014-06-26,2009-12-01
8971016,Ayla Freitas,2,8,31071978,2,8558,12381,2023-11-10,2000-03-13
9038988,Isabel da Conceição,2,8,2091977,2,8558,12331,2011-08-02,2006-07-31
9043483,Isabela Souza,2,8,13121985,2,9572,12051,2023-09-25,2008-02-18
9123654,Mariana Cunha,1,8,13011976,2,8558,12380,2017-10-03,2005-06-13
9134758,Milena da Rosa,1,8,25091988,2,9572,12331,2020-11-23,2013-06-10
9138428,Natália Macedo,1,8,21021992,2,8558,12381,2016-01-18,2005-06-27
9213646,Ana Sophia Cassiano,8,8,19021980,2,8558,12010,2022-06-06,2001-10-22
9266878,Joana Rezende,1,8,30101987,2,8558,12331,2024-01-29,2011-08-15
9284683,Lara Brito,2,8,26011984,2,8558,12381,2018-07-02,2012-04-16
9365404,Pietra Campos,2,8,6081987,2,8558,12083,2022-10-10,2009-12-01
9386357,Stephany da Cunha,2,8,18021974,2,8558,12331,2023-07-17,2005-01-31
9405233,Stella Cardoso,8,8,1051978,2,9572,12392,2023-08-25,2009-12-07
9464505,Thales Fernandes,1,8,12121960,1,8558,12331,2024-05-13,2004-07-26
9479870,Theo Câmara,2,8,13121977,1,8558,12381,2022-01-03,2018-04-30
9538710,Theo Pimenta,1,8,27111974,1,8558,12330,2016-11-03,2006-09-25
9547967,Theo Rodrigues,2,8,17061978,1,8558,12392,2023-12-12,2008-02-18
9576487,Theodoro Rodrigues,2,6,18041969,1,9572,12381,2015-06-11,2003-01-20
9630372,Valentim Aragão,1,8,17031970,1,9572,12392,2021-10-21,2008-06-30
9673150,Valentina Rios,3,8,2061977,2,8558,12381,2017-11-06,2004-05-10
9688838,Vicente Garcia,2,8,1031983,1,8558,12381,2020-11-10,2013-12-09
9695003,Vicente Mendonça,1,8,6101966,1,9572,12331,2018-02-26,1998-07-13
9703972,Vinicius Aragão,2,8,9121974,1,9572,12331,2013-05-02,1994-02-28
9718327,Vinícius Rocha,2,8,12101983,1,8558,12381,2024-01-11,2010-05-24
9734948,Vitor da Conceição,2,8,26041981,1,9572,12381,2021-04-27,1998-11-23
9753655,Vitor Gabriel Martins,2,8,26101979,1,8558,12392,2023-11-20,2002-05-06
9775873,Vitor Hugo Leão,1,8,4051974,1,8558,12051,2017-02-13,2010-01-11
9812911,Vitor Sales,8,8,7011987,1,9572,12083,2012-02-06,2004-05-24
9935571,Yuri Borges,1,8,25101980,1,8558,12330,2022-10-17,2003-05-26
9938565,Yuri Cavalcanti,2,8,14081984,1,8558,12381,2023-08-18,2010-07-05
693385,Alana Melo,2,8,20061980,2,8559,12381,2023-09-25,2003-05-12
700500,Alana Porto,2,8,20061980,2,8559,12392,2012-05-15,2000-08-21
702539,Alana Vasconcelos,3,8,12011982,2,8559,12331,2021-12-01,2003-01-06
707815,Alexandre Aragão,3,8,10031978,1,8559,610,2021-02-08,2003-09-01
743098,Alice Cavalcanti,2,8,15061971,2,8559,12381,2022-05-02,2003-01-20
772579,Alice Rodrigues,2,8,18091977,2,8559,12381,2022-05-19,2008-10-01
851688,Amanda Albuquerque,3,8,1101979,2,8559,12051,2024-05-06,2023-10-05
856888,Amanda Ferreira,1,8,26021976,2,8559,12392,2022-05-19,2007-11-09
865133,Amanda Nunes,1,8,21111981,2,8559,12381,2024-01-29,2001-10-15
968185,Ana Clara Melo,1,8,14051984,2,8559,12381,2023-10-05,2009-12-01
1021814,Ana Júlia Melo,1,8,2071963,2,8559,12392,2014-10-20,2002-09-09
1039433,Ana Júlia Novais,2,8,22041980,2,8559,12060,2020-08-13,2000-06-12
1070814,Ana Laura Farias,1,8,27091982,2,8559,12381,2022-10-24,2009-12-01
1083552,Ana Laura Monteiro,2,8,23061976,2,8559,12051,2023-01-23,2002-10-14
1164134,Ana Luiza da Costa,2,8,3011980,2,8559,12381,2023-09-04,2005-09-19
1171824,Ana Luiza Ferreira,2,8,9101980,2,8559,12381,2023-03-29,2002-01-21
1177288,Ana Luiza Gonçalves,2,8,11051990,2,8559,12070,2023-12-18,2003-09-08
1235303,Ana Vitória da Luz,2,8,17021982,2,8559,12051,2011-08-01,2015-08-10
1255574,Ana Vitória Oliveira,1,8,4021976,2,8559,12392,2013-03-28,2004-11-22
1258337,Ana Vitória Siqueira,2,8,1061978,2,8559,12331,2017-11-17,1982-11-01
1356790,Anthony Pereira,2,8,18071990,1,8559,12392,2021-05-17,2008-10-01
1447727,Apollo Martins,2,8,28071983,1,8559,12381,2024-03-18,2008-07-14
1456144,Arthur da Conceição,1,8,26081988,1,8559,12392,2018-01-26,2005-05-30
1460211,Arthur Dias,2,8,20111978,1,8559,12331,2024-01-29,2001-12-03
1560397,Augusto Alves,2,8,5101987,1,8559,12392,2022-04-14,2005-01-03
1572849,Augusto Casa Grande,1,8,8121983,1,8559,12051,2023-07-20,2001-07-02
1622040,Aurora Vasconcelos,2,8,22121979,2,8559,12331,2020-09-01,1992-08-26
1625262,Ayla Costa,2,8,12021990,2,8559,998,2024-01-15,2007-12-17
1720242,Bella Machado,2,8,24021991,2,8559,12331,2019-06-03,2007-07-16
1733193,Benício Dias,8,7,14081979,1,8559,12331,2013-01-02,2001-06-18
1857730,Bento Mendes,2,8,16121971,1,8559,12331,2011-09-13,2013-07-01
2122769,Bryan Monteiro,8,8,16111983,1,8559,12083,2015-07-10,2013-03-11
2161581,Caio Sá,2,8,11011974,1,8559,12381,2022-03-17,2004-12-06
2211483,Caleb Rios,3,8,20081982,1,8559,12060,2021-08-23,2004-11-22
2292443,Camila Siqueira,3,8,8071983,2,8559,12083,2013-03-27,2001-01-15
2303889,Carlos Eduardo Castro,2,8,21121970,1,8559,6002,2023-10-26,1988-04-05
2309826,Carlos Eduardo Montenegro,2,8,22071987,1,8559,12331,2014-06-03,2010-09-06
2316654,Carlos Eduardo Rodrigues,1,8,3041976,1,8559,12381,2023-06-19,2009-09-14
2407060,Catarina Sousa,8,8,4051975,2,8559,12381,2015-09-22,2009-01-19
2480818,Cecília Castro,1,8,6111976,2,8559,12381,2017-01-02,2000-04-03
2488640,Cecília da Cruz,8,8,9061982,2,8559,12331,2011-08-22,2009-09-28
2508230,Cecília Novais,2,8,9121976,2,8559,12051,2023-01-13,2009-05-11
2537855,Clara Gonçalves,1,8,23011989,2,8559,12381,2018-08-01,2000-03-27
2608482,Daniel Mendonça,2,8,13111979,1,8559,12051,2023-10-25,2015-05-04
2628795,Daniel Rios,3,8,5101978,1,8559,12331,2007-07-16,2013-05-24
2683479,Danilo Fogaça,2,8,9121957,1,8559,12083,2021-05-07,2005-01-03
2688229,Danilo Gonçalves,2,8,5051964,1,8559,12331,2021-03-23,2014-01-27
2696798,Danilo Moreira,1,8,22081988,1,8559,12392,2023-07-17,2009-03-23
2724327,Dante Costa,1,8,19011983,1,8559,12381,2016-12-30,2010-11-29
2757657,Davi Lucas Cavalcanti,2,8,6071980,1,8559,12381,2024-02-14,2004-07-26
2765406,Davi Lucas Fonseca,3,8,5091976,1,8559,12331,2011-07-15,2010-09-27
2768623,Davi Lucca Cassiano,2,8,21031993,1,8559,12381,2023-08-22,2002-04-01
2782046,Davi Lucca Garcia,3,8,5111984,1,8559,12331,2016-09-22,2004-02-02
2907589,Diogo Nascimento,3,8,11021977,1,8559,12010,2024-01-29,2013-10-28
3038306,Caleb Fonseca,5,8,6061979,1,8559,12381,2021-11-23,1998-08-24
3087550,Davi Luiz Camargo,1,8,9111980,1,8559,12010,2023-05-29,2015-07-06
3137689,Heitor Leão,1,8,8071979,1,8559,12331,2015-08-10,2007-11-26
3140830,Henry Silveira,2,8,11071973,1,8559,12392,2023-07-17,2002-04-22
3156604,João Guilherme Lopes,3,8,3091987,1,8559,12331,2017-11-08,2005-10-17
3169000,João Lucas Câmara,1,8,3021982,1,8559,12381,2023-08-14,2012-08-13
3251863,Marcos Vinicius Gonçalves,3,8,21011982,1,8559,12051,2023-08-16,2008-09-08
3261133,Mathias Nogueira,2,8,8051979,1,8559,12331,2015-03-30,2004-06-28
3325685,Ravi Andrade,3,8,1031984,1,8559,12331,2022-05-30,2009-08-17
3395583,Yuri Casa Grande,3,8,30111988,1,8559,12331,2024-05-20,2009-12-01
3414254,Ana Almeida,3,8,9041993,2,8559,12060,2018-05-08,2000-03-27
3431960,Ana Luiza Azevedo,2,8,27081972,2,8559,12331,2019-08-13,2013-09-16
3443437,Aylla da Mata,1,8,17031993,2,8559,12381,2020-03-16,2015-05-18
3451589,Carolina Fernandes,1,8,25021980,2,8559,12392,2014-04-07,1978-07-19
3459206,Daniela Pires,8,8,19051981,2,8559,3003,2024-01-30,2013-06-10
3605942,Maria Vitória Vargas,2,8,1121979,2,8559,12331,2024-05-13,2009-12-01
3701385,Eduardo Peixoto,2,8,9041980,1,8559,12381,2017-08-01,2010-07-12
3717080,Elisa Monteiro,2,8,5081989,2,8559,12381,2017-11-20,2009-12-01
3722111,Elisa Peixoto,1,8,6111979,2,8559,12051,2023-12-20,2007-10-01
3778631,Eloah Ribeiro,2,8,30101974,2,8559,12381,2019-01-08,2011-10-17
3784754,Emanuel Peixoto,2,8,8071980,1,8559,6002,2023-03-24,1998-07-20
3837360,Emanuelly Sá,2,8,4081972,2,8559,12381,2015-12-09,2005-04-11
3889105,Enrico Lima,3,8,21061981,1,8559,12331,2023-11-21,2012-09-10
3927784,Enzo Gabriel Pimenta,3,8,23011988,1,8559,12051,2024-02-19,2005-01-31
3949522,Enzo Novais,2,8,25101976,1,8559,12381,2024-04-23,2001-01-15
3965074,Enzo Vasconcelos,1,8,30091972,1,8559,12381,2017-11-21,2005-07-04
3986990,Erick Peixoto,1,8,6091980,1,8559,12392,2014-09-15,1998-06-29
4004389,Ester Fogaça,1,8,4091982,2,8559,6002,2012-07-02,2004-05-31
4034348,Esther Camargo,8,8,10081990,2,8559,12381,2017-01-02,2011-10-17
4046343,Esther Peixoto,1,8,5121982,2,8559,12331,2013-04-29,2000-04-03
4067411,Evelyn Martins,8,8,5081983,2,8559,12381,2023-07-31,2000-03-20
4335086,Gael Henrique Leão,1,8,2031990,1,8559,12381,2019-09-19,2011-07-04
4367520,Giovanna Pires,2,8,7041977,2,8559,12392,2023-03-27,2012-05-14
4411740,Gustavo Cardoso,2,8,22071986,1,8559,12051,2024-01-29,2004-03-29
4433700,Gustavo Henrique Pereira,3,8,12121980,1,8559,12381,2019-11-01,2000-05-22
4506716,Helena Sousa,8,8,1081984,2,8559,12051,2015-07-21,2010-06-21
4531188,Hellena Souza,1,8,9051986,2,8559,12331,2021-10-06,1998-10-26
4533398,Hellena Vasconcelos,1,8,10011988,2,8559,12051,2023-10-09,2002-09-30
4534391,Heloisa Aparecida,2,8,3091969,2,8559,12392,2017-01-02,2013-12-09
4536529,Heloísa Borges,2,8,5021984,2,8559,12381,2005-10-06,2003-01-20
4557479,Heloisa Novaes,2,8,29081983,2,8559,12083,2024-04-02,2000-03-20
4613608,Henry Fogaça,8,8,12101976,1,8559,12381,2020-11-23,2003-10-20
4614886,Henry Freitas,2,8,9101985,1,8559,12381,2021-02-17,2004-09-13
4678868,Ian Pires,2,8,27041989,1,8559,12083,2023-11-28,2000-04-03
4799631,Isabella Barros,2,8,30091982,2,8559,12083,2021-05-07,2008-11-03
4865831,Isabelly Ramos,8,8,10031981,2,8559,12381,2011-08-29,2001-09-17
4991772,Joana Mendes,1,8,1121982,2,8559,12392,2024-02-01,2006-02-13
5013056,João Felipe Campos,1,8,24011981,1,8559,12392,2023-03-22,2003-09-29
5057563,João Gabriel da Cunha,2,8,7091985,1,8559,12331,2023-12-18,2015-08-03
5134562,João Miguel da Rosa,2,8,12061979,1,8559,12392,2021-03-05,2004-02-09
5145872,João Miguel Vasconcelos,2,8,4081971,1,8559,12331,2009-02-05,2009-05-11
5228213,Joaquim Freitas,1,8,15091970,1,8559,12381,2011-06-20,2015-03-30
5312737,José Pedro Lopes,8,8,3081997,1,8559,12392,2023-08-14,2007-10-26
5353687,Juan Duarte,2,8,23071981,1,8559,12392,2019-08-29,1993-03-26
5360330,Juan Gomes,2,8,16071982,1,8559,12331,2024-04-01,2010-01-11
5382898,Júlia da Costa,2,8,9031985,2,8559,12392,2014-11-10,2009-12-01
5427279,Júlia Ramos,3,8,12021983,2,8559,12381,2021-07-12,1993-03-05
5567930,Lara Marques,2,8,1041975,2,8559,12331,2021-07-05,2003-05-05
5573766,Larissa Barros,2,8,26031978,2,8559,12051,2024-04-09,2003-05-05
5610274,Laura Jesus,2,8,19071977,2,8559,12331,2017-02-06,1999-02-01
5646446,Lavínia Mendes,1,8,9101988,2,8559,12381,2021-09-27,2014-07-28
5701337,Léo Teixeira,1,8,6091982,1,8559,12071,2021-02-08,2007-10-22
5751335,Letícia Santos,2,8,28061986,2,8559,12381,2017-03-02,2008-07-28
5861394,Liz Fogaça,8,6,12091971,2,8559,12381,2013-10-07,2009-12-01
5900550,Lorenzo da Conceição,1,8,23101978,1,8559,12331,2022-03-16,2007-09-10
5904871,Lorenzo Moreira,1,8,10121970,1,8559,12381,2010-05-31,2012-02-06
5967173,Luana Sales,2,8,28041989,2,8559,12330,2016-01-05,2004-09-13
5999473,Luara Nunes,2,8,8071965,2,8559,16350,2024-01-29,2009-12-01
6039867,Lucas Gabriel Pastor,8,8,13051973,1,8559,12381,2019-08-29,2003-11-17
6081392,Lucca Mendonça,3,8,20051979,1,8559,12331,2016-12-28,1998-12-07
6137679,Luísa Casa Grande,1,8,23091974,2,8559,12392,2022-06-27,2000-10-02
6157748,Luísa Costela,2,8,13091984,2,8559,12381,2024-04-15,2006-03-27
6230593,Luiz Gustavo Viana,3,8,10101978,1,8559,12392,2016-02-04,2000-05-22
6275123,Luiz Miguel Montenegro,2,8,19021978,1,8559,12051,2022-10-10,1998-10-05
6325066,Luiza Gonçalves,1,8,11011985,2,8559,12380,2024-01-30,2009-08-17
6349258,Luna Câmara,2,8,12051980,2,8559,12051,2024-01-10,2007-02-26
6393138,Lunna das Neves,2,8,24081983,2,8559,12381,2023-08-17,2005-01-31
6406298,Lunna Freitas,1,8,30071978,2,8559,12381,2021-06-14,2010-03-22
6453682,Maitê Santos,8,8,18041983,2,8559,12381,2023-12-26,2000-07-03
6476689,Manuela Rezende,1,8,12081977,2,8559,12381,2023-01-30,2002-04-15
6481687,Manuella Alves,1,8,15061974,2,8559,12392,2024-01-15,2004-03-15
6500693,Manuella Macedo,1,8,29011983,2,8559,12381,2017-05-23,2015-09-14
6540683,Marcela Viana,1,8,5101976,2,8559,12392,2017-09-18,2010-04-26
6543577,Marcelo Casa Grande,1,8,30011973,1,8559,12331,2022-12-01,2000-11-06
6673037,Maria Eduarda Aragão,3,8,9071980,2,8559,12381,2011-04-26,2009-12-01
6684877,Maria Eduarda Novais,8,8,20071984,2,8559,12051,2022-12-09,2000-11-06
6806567,Maria Isis Souza,8,8,21101980,2,8559,12380,2016-11-03,2009-05-18
6813740,Maria Julia Camargo,1,8,16021979,2,8559,12392,2016-11-10,2013-02-18
6819917,Maria Júlia da Paz,2,8,2011977,2,8559,12381,2024-05-24,2015-09-28
6826889,Maria Júlia Macedo,1,8,18071981,2,8559,12381,2023-12-05,2002-02-25
6833896,Maria Júlia Peixoto,2,8,7011989,2,8559,12331,2023-12-18,2000-07-03
6856806,Maria Laura Dias,8,8,23031983,2,8559,12060,2022-10-04,2008-10-27
6895106,Maria Liz Oliveira,2,8,10071978,2,8559,12381,2023-07-21,2007-10-05
6897812,Maria Liz Rocha,1,7,6011981,2,8559,12381,2017-09-25,2000-03-13
6936074,Maria Luiza da Conceição,1,8,7091983,2,8559,12381,2023-07-31,1992-09-03
6989437,Maria Sophia Cavalcanti,2,8,18111958,2,8559,12392,2018-04-09,2002-10-14
6989745,Maria Sophia Costa,2,8,24061985,2,8559,12331,2022-09-05,2002-04-08
7014328,Maria Vitória Novaes,8,8,5101982,2,8559,12331,2019-04-01,2012-07-09
7023879,Mariah da Mota,2,8,14081980,2,8559,12331,1999-02-05,2010-06-14
7048778,Mariana Lopes,2,8,27081974,2,8559,12331,2016-11-03,2009-12-01
7055860,Mariane Andrade,1,8,31101980,2,8559,12381,2013-05-14,2004-07-12
7065498,Mariane Cassiano,1,8,4091978,2,8559,12083,2022-01-24,2014-05-26
7221991,Matteo Gonçalves,1,8,15121982,1,8559,12083,2021-10-04,2004-07-12
7232798,Matteo Rocha,8,8,10101986,1,8559,12381,2023-01-30,2023-10-05
7241512,Maya Albuquerque,2,8,14061991,2,8559,12331,2017-11-16,2005-08-01
7266596,Maya Freitas,2,8,15111978,2,8559,12051,2022-04-07,2003-07-07
7292418,Maysa da Cunha,2,8,23061981,2,8559,12331,2023-06-27,2003-02-03
7296686,Maysa Leão,2,8,8021966,2,8559,12331,2019-10-21,2000-09-18
7360534,Melissa Campos,5,8,29101992,2,8559,12381,2015-07-07,2010-12-13
7363147,Melissa Cavalcanti,2,8,14041980,2,8559,12331,2017-08-31,2009-12-01
7489226,Natália Guerra,1,8,12121984,2,8559,12381,2020-06-08,2008-07-21
7491012,Natália Lopes,1,8,12021985,2,8559,12381,2014-08-18,2000-02-21
7553514,Nicolas Silva,2,8,28091980,1,8559,12051,2016-05-23,1999-05-03
7570921,Nicole Rocha,1,8,6051980,2,8559,12051,2012-01-16,2010-06-21
7600443,Nina Martins,2,8,3111986,2,8559,12392,2024-03-25,2000-03-13
7679351,Oliver Mendes,1,8,11061990,1,8559,12381,2024-05-27,2009-12-01
7729114,Olívia Monteiro,8,8,15031973,2,8559,12381,2019-11-22,2000-03-20
7764430,Otávio Monteiro,3,8,12011982,1,8559,12331,2020-12-09,2001-12-03
7874997,Pedro Henrique Correia,2,8,16071981,1,8559,12381,2024-01-02,2005-09-12
7890263,Pedro Henrique Pinto,3,8,29031990,1,8559,12381,2015-09-29,2007-10-26
7990607,Pietra da Rocha,2,8,8111972,2,8559,12381,2021-10-11,2003-01-06
8004808,Pietra Santos,1,8,19061971,2,8559,12380,2015-04-13,2010-08-30
8040458,Pietro Viana,3,8,12091981,1,8559,12331,2011-04-07,2003-11-24
8054125,Rael da Paz,3,8,6101988,1,8559,12010,2019-11-18,2007-10-15
8067624,Rael Nascimento,1,8,8071987,1,8559,12381,2023-03-13,2011-12-05
8080515,Rafael Cassiano,3,8,27071978,1,8559,12060,2023-10-05,2022-03-21
8124058,Raquel Cavalcanti,2,8,25071976,2,8559,12381,2022-11-28,2001-11-19
8125637,Raquel Cunha,2,8,23091979,2,8559,12381,2013-08-26,1998-07-06
8283982,Renan Brito,2,8,3121979,1,8559,12381,2012-09-24,2011-01-17
8290968,Rhavi da Conceição,2,8,31101979,1,8559,12381,2019-06-21,1998-08-24
8298576,Rhavi Gonçalves,1,8,20061982,1,8559,12051,2019-01-08,2005-03-28
8326346,Rodrigo Correia,8,8,20021986,1,8559,12392,2017-03-23,2000-05-08
8354979,Sabrina Alves,8,8,24041987,2,8559,12381,2023-04-14,2010-01-11
8373632,Sabrina Mendonça,2,8,5051978,2,8559,12051,2016-12-30,2010-08-23
8419051,Samuel Duarte,3,8,30081978,1,8559,12051,2022-01-03,2014-12-12
8488573,Sofia Castro,3,8,1021992,2,8559,12381,2023-07-17,2007-09-24
8529749,Sophia Porto,2,8,15091969,2,8559,12381,2020-08-25,2009-12-01
8539585,Sophia Souza,1,8,1012000,2,8559,12331,2023-07-24,2008-07-28
8555578,Sophie Santos,3,8,25021982,2,8559,12010,2023-10-25,2008-05-26
8574717,Apollo Cassiano,1,8,3021983,1,8559,12381,2024-05-07,2005-07-11
8595996,Benjamim Correia,2,8,6081973,1,8559,12331,2016-09-05,2004-06-14
8611747,Bento Castro,2,8,11111978,1,8559,12060,2024-03-21,2022-08-15
8694381,Emanuel Farias,1,8,31121975,1,8559,12381,2015-07-01,2016-10-31
8696789,Emanuel Silva,2,8,21081980,1,8559,12381,2024-04-01,2004-06-28
8727386,Gael Henrique Moura,2,8,4081987,1,8559,12010,2021-05-07,2015-11-16
8727653,Gael Henrique Vasconcelos,8,8,7041986,1,8559,12392,2022-10-03,2008-09-15
8756491,João Felipe Porto,2,8,26081979,1,8559,12381,2021-02-18,2004-06-28
8804864,Lucas Gabriel Campos,1,8,5011982,1,8559,12331,2024-01-22,1987-09-04
8812111,Luiz Fernando Sousa,2,8,11121981,1,8559,12331,2021-11-23,2015-01-05
8816462,Marcelo Albuquerque,3,8,3091981,1,8559,12381,2023-10-31,2005-06-20
8888307,Ryan Moraes,2,6,24091977,1,8559,12331,2023-12-15,2006-09-18
8911328,Vinicius Pacheco,8,8,12041978,1,8559,12331,2024-02-05,2007-02-05
8959089,Ana Julia Silveira,2,8,10121989,2,8559,12381,2017-02-13,2003-09-29
8982567,Bárbara Almeida,1,8,26011975,2,8559,12331,2024-03-05,2003-07-07
9001689,Brenda Vieira,1,8,26091979,2,8559,12331,2017-02-20,2001-11-05
9004239,Bruna Machado,1,8,30051989,2,8559,12381,2020-05-29,2000-03-20
9031751,Hadassa Pires,1,8,11011981,2,8559,12381,2024-03-05,1998-10-05
9093877,Maria Fernanda Sá,1,8,31101985,2,8559,12381,2010-09-23,2001-05-07
9112356,Maria Luiza Marques,1,8,9071965,2,8559,12330,2024-04-04,2009-12-01
9211668,Ana Liz Teixeira,1,8,26041980,2,8559,12331,2019-02-01,2000-04-24
9259023,Hellena Aragão,2,8,14051968,2,8559,12381,2024-01-11,2008-03-24
9281935,Laís Pacheco,2,8,19011989,2,8559,12330,2000-06-12,2009-10-19
9348172,Maria Sophia Silva,1,8,19081981,2,8559,12392,2017-02-13,1993-07-06
9359695,Natália Souza,1,8,8071986,2,8559,12381,2017-02-07,1985-05-02
9394681,Vitória Mendes,2,8,31011984,2,8559,12381,2021-05-24,2010-11-29
9427480,Stella Garcia,8,8,27101979,2,8559,12051,2021-09-08,2015-07-20
9443007,Stephany Melo,2,8,26081983,2,8559,12381,2023-07-18,2011-01-03
9554771,Theodoro Borges,1,8,16031967,1,8559,12051,2021-05-07,2014-07-28
9569530,Theodoro Nascimento,1,8,23101977,1,8559,12331,2024-04-15,2011-03-28
9570461,Theodoro Novaes,1,8,16121980,1,8559,12010,2024-02-01,2005-08-01
9627118,Thomas Jesus,1,8,12071981,1,8559,12331,2023-11-13,2013-05-24
9630026,Valentim Abreu,2,8,18031980,1,8559,12392,2024-05-02,2001-10-29
9650071,Valentim Moura,1,7,14121976,1,8559,12392,2021-10-11,2001-04-16
9654656,Valentim Novaes,1,8,27021978,1,8559,12381,2022-02-14,2012-09-10
9708128,Vinicius Freitas,2,8,14071976,1,8559,12060,2022-03-07,2009-12-01
9719888,Vinícius Silva,1,8,17041972,1,8559,12381,2014-08-06,2000-03-27
9749885,Vitor Gabriel Casa Grande,1,8,12011979,1,8559,12380,2024-03-11,2000-07-24
9803589,Vitor Novais,2,8,15011974,1,8559,12331,2024-05-06,2001-11-05
9808620,Vitor Ribeiro,1,8,17061983,1,8559,12331,2012-07-02,2002-03-18
9904826,Yan Oliveira,8,8,1071976,1,8559,12381,2023-02-13,2012-04-09
9917620,Yasmin Farias,1,8,7081989,2,8559,12330,2021-10-18,2004-09-13
713107,Alexandre Vargas,2,8,29031990,1,8590,12381,2016-11-03,2004-06-21
736420,Alice Câmara,2,8,29051977,2,8590,12330,2022-11-07,2009-12-01
936732,Ana Cecília da Rosa,2,8,9111978,2,8590,12381,2021-09-27,2002-08-19
1018529,Ana Júlia Fogaça,1,8,25061986,2,8590,12050,2023-11-10,2011-04-11
1121082,Ana Lívia Vasconcelos,1,8,17041962,2,8590,12381,2024-01-31,2007-07-30
1134627,Ana Liz Freitas,1,8,12051971,2,8590,12330,2023-12-04,2005-07-25
1159395,Ana Luiza Campos,1,8,19051979,2,8590,12331,2023-09-11,2009-12-01
1221502,Ana Sophia Mendes,2,8,13021983,2,8590,12083,2014-08-11,2004-10-18
1342566,Anthony Gabriel Ramos,2,8,24041970,1,8590,12331,2023-12-18,2007-10-05
1408761,Antônio Ramos,2,8,19041982,1,8590,12050,2019-10-07,2007-11-26
1468519,Arthur Gabriel Farias,2,8,10041969,1,8590,12381,2017-03-06,2000-04-10
1469608,Arthur Gabriel Farias,2,8,5061978,1,8590,12331,2017-09-11,2024-03-05
1882299,Bernardo Martins,2,8,22071993,1,8590,12331,2024-02-01,2005-01-10
1981159,Brenda Guerra,3,8,15091986,2,8590,12381,2007-12-12,2010-06-21
2124007,Bryan Oliveira,1,8,7041987,1,8590,12331,2010-08-09,2015-11-23
2403654,Catarina da Mota,1,8,19041973,2,8590,12392,2021-10-07,2014-07-07
2454599,Cauê Cunha,8,8,24091975,1,8590,12050,2019-08-29,1986-08-14
2479754,Cecilia Casa Grande,1,8,14021986,2,8590,12392,2023-06-19,2002-03-11
2642100,Daniela Cavalcanti,2,8,19011979,2,8590,12381,2023-11-20,2008-09-22
2656847,Daniela Rodrigues,3,8,31031981,2,8590,12050,2022-09-28,2007-10-22
2899933,Diogo Campos,2,8,3031975,1,8590,12381,2021-06-21,2009-12-01
3145515,Isaac Cardoso,3,8,5121987,1,8590,12381,2023-05-31,2023-10-05
3594361,Maria Luísa Peixoto,3,8,16041982,2,8590,12381,2021-03-23,2022-02-07
3749128,Eloá Gomes,2,8,6101982,2,8590,12331,2021-10-18,2013-06-24
3750683,Eloá Moreira,3,8,3021983,2,8590,12381,2010-04-12,2009-12-01
3876748,Emilly Vieira,2,8,5011973,2,8590,12331,2023-01-23,2002-11-18
3970375,Erick da Mata,1,8,25041981,1,8590,12331,2019-06-06,2009-12-01
4108936,Felipe da Paz,1,8,23101974,1,8590,12381,2019-06-06,2004-01-26
4132167,Fernanda Cirino,1,8,5111977,2,8590,12050,2018-06-08,2002-05-13
4148713,Fernanda Pires,8,8,27121979,2,8590,12331,2009-02-05,2009-12-01
4174490,Fernando Pastor,2,8,2011982,1,8590,12050,2015-05-25,2009-12-07
4307520,Gael da Rocha,2,8,21081957,1,8590,12381,2013-11-04,2002-01-07
4355053,Giovanna Barbosa,2,8,7121982,2,8590,3003,2020-11-20,2012-10-29
4432222,Gustavo Henrique Machado,8,8,21111969,1,8590,12392,2017-01-16,1998-06-22
4446157,Hadassa Pinto,2,8,28051966,2,8590,12381,2022-10-11,2006-02-06
