cd_func;nm_func;dt_ingso;area_cmnto;dt_conc;cd_uor;nm_uor_rdz
237301;Luiza Teixeira;2022-01-21;Ciências da Saúde;2017-11-29;33415;DISEC-SUP INFR PATR
237302;Cauã Jesus;2018-02-18;Ciências Biológicas;2013-07-23;33415;DISEC-SUP INFR PATR
237303;Mariane Mendes;2022-05-27;Lingüística, Letras e Artes;2009-09-29;33415;DISEC-SUP INFR PATR
237304;Sr. Luiz Felipe Oliveira;2024-07-30;Ciências Exatas e da Terra;2018-12-11;33415;DISEC-SUP INFR PATR
237305;Luiza da Costa;2019-03-07;Ciências Sociais Aplicadas;2019-01-16;33415;DISEC-SUP INFR PATR
237306;Sra. Maysa Sales;2018-03-28;Ciências Sociais Aplicadas;2013-09-30;33415;DISEC-SUP INFR PATR
237307;Augusto Azevedo;2020-01-02;Engenharias;2012-07-21;33415;DISEC-SUP INFR PATR
237308;Srta. Rebeca Sales;2018-08-25;Lingüística, Letras e Artes;2017-09-26;33415;DISEC-SUP INFR PATR
237309;Caio Costa;2016-03-20;Engenharias;2015-08-09;33415;DISEC-SUP INFR PATR
237310;Yago Duarte;2023-10-06;Ciências Humanas;2022-08-26;33415;DISEC-SUP INFR PATR
237311;Ian Caldeira;2023-07-26;Ciências Biológicas;2016-12-31;38380;DICOI-CONTR.INTERNOS
237312;Sr. Diego Duarte;2023-08-22;Lingüística, Letras e Artes;2014-07-22;33415;DISEC-SUP INFR PATR
237313;Davi Lucas Teixeira;2015-03-12;Ciências Biológicas;2012-04-09;33415;DISEC-SUP INFR PATR
237314;Daniela Moreira;2023-12-19;Ciências da Saúde;2020-07-26;33415;DISEC-SUP INFR PATR
237315;Dr. Luigi Rezende;2018-12-07;Ciências Exatas e da Terra;2009-12-11;33415;DISEC-SUP INFR PATR
237316;Emanuelly Moreira;2017-12-12;Ciências Exatas e da Terra;2013-11-30;33415;DISEC-SUP INFR PATR
237317;Maysa Almeida;2023-09-17;Ciências Humanas;2019-04-24;33415;DISEC-SUP INFR PATR
237318;Dra. Sofia Caldeira;2020-07-26;Engenharias;2017-04-19;33415;DISEC-SUP INFR PATR
237319;Otávio Nascimento;2016-03-17;Ciências Sociais Aplicadas;2015-03-18;33415;DISEC-SUP INFR PATR
237320;Maria Fernanda Ribeiro;2021-08-28;Engenharias;2020-10-15;38380;DICOI-CONTR.INTERNOS
237321;Otávio Silva;2020-10-28;Ciências Sociais Aplicadas;2019-04-24;33415;DISEC-SUP INFR PATR
237322;Lavínia Peixoto;2020-05-10;Ciências Biológicas;2010-09-08;33415;DISEC-SUP INFR PATR
237323;Isaac Oliveira;2018-04-11;Ciências Sociais Aplicadas;2009-08-19;33415;DISEC-SUP INFR PATR
237324;João Miguel da Mata;2018-07-02;Lingüística, Letras e Artes;2018-03-10;33415;DISEC-SUP INFR PATR
237325;Luiz Otávio Souza;2019-04-23;Ciências Agrárias;2011-09-24;33415;DISEC-SUP INFR PATR
237326;Srta. Rafaela Costela;2021-07-21;Ciências Exatas e da Terra;2021-02-20;33415;DISEC-SUP INFR PATR
237327;Luiz Henrique Novaes;2020-04-29;Engenharias;2018-09-29;38380;DICOI-CONTR.INTERNOS
237328;Davi Lucas Sales;2024-05-07;Engenharias;2020-06-17;38380;DICOI-CONTR.INTERNOS
237329;Maria Santos;2020-07-25;Ciências Exatas e da Terra;2010-12-30;33415;DISEC-SUP INFR PATR
237330;Eduardo Martins;2018-03-22;Ciências Sociais Aplicadas;2011-04-27;33415;DISEC-SUP INFR PATR
237331;Francisco Pinto;2024-06-26;Ciências Biológicas;2009-09-13;33415;DISEC-SUP INFR PATR
237332;Heitor Lima;2018-10-17;Engenharias;2010-05-08;33415;DISEC-SUP INFR PATR
237333;Ana Vitória Dias;2022-12-28;Ciências da Saúde;2010-08-01;33415;DISEC-SUP INFR PATR
237334;Leonardo Souza;2017-12-21;Ciências Sociais Aplicadas;2010-09-15;38380;DICOI-CONTR.INTERNOS
237335;Juliana Barbosa;2021-06-30;Ciências da Saúde;2016-02-12;33415;DISEC-SUP INFR PATR
237336;Luiz Gustavo Vieira;2019-08-23;Ciências Agrárias;2011-03-13;33415;DISEC-SUP INFR PATR
237337;Beatriz Gomes;2019-08-23;Ciências da Saúde;2013-06-17;33415;DISEC-SUP INFR PATR
237338;Dr. Samuel Fogaça;2020-03-16;Engenharias;2014-05-01;33415;DISEC-SUP INFR PATR
237339;Gabriel Barbosa;2019-01-15;Ciências Biológicas;2017-04-10;33415;DISEC-SUP INFR PATR
237340;Ana Laura Vieira;2020-08-05;Ciências Agrárias;2017-05-14;38380;DICOI-CONTR.INTERNOS
237341;Emanuella Cunha;2021-09-13;Ciências Agrárias;2018-11-22;33415;DISEC-SUP INFR PATR
237342;Maria Luiza Oliveira;2019-06-13;Ciências Humanas;2015-04-26;33415;DISEC-SUP INFR PATR
237343;Augusto Melo;2023-04-06;Ciências da Saúde;2022-06-19;33415;DISEC-SUP INFR PATR
237344;Ana Novaes;2018-04-20;Ciências Humanas;2010-05-23;33415;DISEC-SUP INFR PATR
237345;Bernardo Cunha;2018-09-12;Ciências da Saúde;2014-12-26;33415;DISEC-SUP INFR PATR
237346;Raquel Rocha;2020-06-21;Ciências Sociais Aplicadas;2013-05-12;38380;DICOI-CONTR.INTERNOS
237347;Luna Martins;2019-05-31;Ciências da Saúde;2017-11-07;38380;DICOI-CONTR.INTERNOS
237348;Eduardo Duarte;2015-02-16;Engenharias;2011-05-23;33415;DISEC-SUP INFR PATR
237349;Joana da Cruz;2020-04-17;Engenharias;2015-05-03;33415;DISEC-SUP INFR PATR
237350;Maria Alice Sales;2019-10-09;Ciências Agrárias;2014-12-19;38380;DICOI-CONTR.INTERNOS
237351;Lara Teixeira;2019-03-09;Ciências Exatas e da Terra;2011-01-21;33415;DISEC-SUP INFR PATR
237352;Dr. Benjamin Castro;2018-12-10;Lingüística, Letras e Artes;2018-05-02;33415;DISEC-SUP INFR PATR
237353;Natália Dias;2021-01-05;Ciências Sociais Aplicadas;2014-05-13;33415;DISEC-SUP INFR PATR
237354;Camila da Rocha;2023-12-13;Ciências Humanas;2012-04-07;38380;DICOI-CONTR.INTERNOS
237355;Carolina Peixoto;2014-08-07;Ciências Biológicas;2010-07-01;33415;DISEC-SUP INFR PATR
237356;Matheus Barros;2019-02-23;Ciências Biológicas;2018-09-24;33415;DISEC-SUP INFR PATR
237357;Ana Beatriz da Luz;2014-08-20;Ciências da Saúde;2009-09-15;33415;DISEC-SUP INFR PATR
237358;Stella Teixeira;2022-06-12;Ciências Sociais Aplicadas;2021-06-20;33415;DISEC-SUP INFR PATR
237359;João Guilherme Barros;2022-09-11;Ciências da Saúde;2022-04-08;33415;DISEC-SUP INFR PATR
237360;Yuri Duarte;2019-12-27;Ciências Humanas;2013-08-27;33415;DISEC-SUP INFR PATR
237361;Maria Fernanda Barros;2016-08-29;Ciências Sociais Aplicadas;2016-05-31;33415;DISEC-SUP INFR PATR
237362;Cauã da Mata;2015-03-14;Ciências Biológicas;2010-11-15;38380;DICOI-CONTR.INTERNOS
237363;Stephany Araújo;2016-08-17;Ciências Agrárias;2014-12-03;33415;DISEC-SUP INFR PATR
237364;Pietro Carvalho;2023-12-26;Engenharias;2016-05-20;33415;DISEC-SUP INFR PATR
237365;Vicente das Neves;2024-04-22;Ciências Agrárias;2023-05-28;38380;DICOI-CONTR.INTERNOS
237366;Agatha da Costa;2020-03-27;Ciências Biológicas;2016-04-21;38380;DICOI-CONTR.INTERNOS
237367;Sra. Sarah da Paz;2024-03-15;Ciências Humanas;2022-05-08;33415;DISEC-SUP INFR PATR
237368;Bruno Moraes;2022-04-29;Engenharias;2010-07-02;33415;DISEC-SUP INFR PATR
237369;Marcelo Barros;2019-12-27;Ciências Sociais Aplicadas;2012-03-15;33415;DISEC-SUP INFR PATR
237370;Júlia Alves;2017-11-15;Engenharias;2009-10-21;33415;DISEC-SUP INFR PATR
237371;Benjamin Almeida;2015-04-27;Ciências Agrárias;2013-01-31;33415;DISEC-SUP INFR PATR
237372;Sofia Martins;2020-01-21;Ciências Sociais Aplicadas;2013-05-04;33415;DISEC-SUP INFR PATR
237373;Clara Nunes;2016-07-05;Ciências Agrárias;2010-02-06;38380;DICOI-CONTR.INTERNOS
237374;Sarah Moraes;2020-12-29;Ciências Biológicas;2015-03-20;33415;DISEC-SUP INFR PATR
237375;Maria Fernanda Lopes;2019-04-06;Ciências da Saúde;2015-12-22;33415;DISEC-SUP INFR PATR
237376;Maria Luiza Santos;2023-08-17;Ciências Exatas e da Terra;2018-01-17;33415;DISEC-SUP INFR PATR
237377;Pedro Miguel Moraes;2020-01-24;Ciências Agrárias;2014-03-16;38380;DICOI-CONTR.INTERNOS
237378;Beatriz Nascimento;2016-06-17;Ciências Sociais Aplicadas;2015-04-05;38380;DICOI-CONTR.INTERNOS
237379;Sr. Theo da Rosa;2021-05-19;Ciências Sociais Aplicadas;2015-10-01;38380;DICOI-CONTR.INTERNOS
237380;Pedro Miguel Oliveira;2018-09-14;Ciências Exatas e da Terra;2010-08-24;33415;DISEC-SUP INFR PATR
237381;Dr. Vitor Duarte;2022-09-12;Ciências Sociais Aplicadas;2017-02-28;38380;DICOI-CONTR.INTERNOS
237382;Pedro Miguel Santos;2023-12-20;Engenharias;2018-01-02;33415;DISEC-SUP INFR PATR
237383;Júlia Nunes;2015-01-10;Ciências Exatas e da Terra;2014-02-03;33415;DISEC-SUP INFR PATR
237384;Laura Cavalcanti;2019-05-16;Ciências Biológicas;2018-01-24;33415;DISEC-SUP INFR PATR
237385;Lavínia Ribeiro;2023-11-21;Engenharias;2012-12-12;33415;DISEC-SUP INFR PATR
237386;Stephany Pinto;2019-10-13;Ciências da Saúde;2010-08-02;33415;DISEC-SUP INFR PATR
237387;João Lucas Dias;2022-03-26;Ciências Biológicas;2013-02-06;33415;DISEC-SUP INFR PATR
237388;Sophia Vieira;2022-02-21;Ciências Humanas;2018-05-27;38380;DICOI-CONTR.INTERNOS
237389;Diego Rezende;2020-04-05;Ciências da Saúde;2020-01-22;33415;DISEC-SUP INFR PATR
237390;Rafael Fogaça;2019-10-19;Engenharias;2013-12-09;38380;DICOI-CONTR.INTERNOS
237391;Henrique Cardoso;2021-04-15;Ciências da Saúde;2021-03-06;33415;DISEC-SUP INFR PATR
237392;João Pedro Gonçalves;2016-03-02;Ciências Agrárias;2015-11-23;33415;DISEC-SUP INFR PATR
237393;Emilly Peixoto;2017-03-12;Ciências Agrárias;2013-04-19;33415;DISEC-SUP INFR PATR
237394;Raul Duarte;2016-08-05;Lingüística, Letras e Artes;2012-04-13;38380;DICOI-CONTR.INTERNOS
237395;Luigi Campos;2018-11-28;Engenharias;2018-06-22;38380;DICOI-CONTR.INTERNOS
237396;Vinicius Campos;2020-01-04;Engenharias;2010-05-07;33415;DISEC-SUP INFR PATR
237397;Julia Melo;2019-01-26;Ciências da Saúde;2010-01-29;33415;DISEC-SUP INFR PATR
237398;Luiz Miguel Santos;2024-02-22;Ciências Humanas;2022-02-24;38380;DICOI-CONTR.INTERNOS
237399;Sr. Enrico Araújo;2018-10-16;Lingüística, Letras e Artes;2014-03-18;33415;DISEC-SUP INFR PATR
237400;André Caldeira;2014-12-01;Ciências Humanas;2011-12-05;33415;DISEC-SUP INFR PATR
237401;Mariane Almeida;2020-08-22;Ciências Sociais Aplicadas;2011-11-10;33415;DISEC-SUP INFR PATR
237402;Augusto Monteiro;2016-04-20;Ciências Sociais Aplicadas;2009-11-17;33415;DISEC-SUP INFR PATR
237403;Raquel Rodrigues;2022-07-07;Ciências Sociais Aplicadas;2017-05-23;33415;DISEC-SUP INFR PATR
237404;João Gabriel Dias;2021-01-10;Engenharias;2010-12-04;33415;DISEC-SUP INFR PATR
237405;Davi Lucas Cavalcanti;2016-11-10;Ciências Biológicas;2015-05-22;33415;DISEC-SUP INFR PATR
237406;Gustavo Henrique Novaes;2024-07-07;Engenharias;2015-01-18;33415;DISEC-SUP INFR PATR
237407;Leandro Porto;2015-11-05;Engenharias;2013-08-10;33415;DISEC-SUP INFR PATR
237408;Nathan Silveira;2019-11-25;Ciências Biológicas;2011-01-04;33415;DISEC-SUP INFR PATR
237409;Pedro Henrique das Neves;2024-06-20;Ciências Exatas e da Terra;2021-03-12;33415;DISEC-SUP INFR PATR
237410;Fernanda da Luz;2023-09-04;Ciências Agrárias;2011-03-29;33415;DISEC-SUP INFR PATR
237411;Marcos Vinicius das Neves;2022-07-28;Ciências Agrárias;2009-08-08;33415;DISEC-SUP INFR PATR
237412;Alexandre Azevedo;2016-02-07;Ciências Biológicas;2014-11-02;33415;DISEC-SUP INFR PATR
237413;Evelyn Rezende;2021-10-27;Ciências Sociais Aplicadas;2015-09-07;33415;DISEC-SUP INFR PATR
237414;João Miguel Araújo;2022-11-18;Ciências Humanas;2011-05-27;33415;DISEC-SUP INFR PATR
237415;Rafaela Mendes;2022-04-26;Ciências Exatas e da Terra;2009-10-13;38380;DICOI-CONTR.INTERNOS
237416;Diogo Cardoso;2020-09-02;Ciências da Saúde;2011-10-29;33415;DISEC-SUP INFR PATR
237417;Dr. Ryan Cunha;2016-08-24;Ciências Biológicas;2013-01-10;33415;DISEC-SUP INFR PATR
237418;Henrique Oliveira;2018-02-01;Ciências Exatas e da Terra;2014-10-09;33415;DISEC-SUP INFR PATR
237419;Srta. Maria da Costa;2024-04-11;Ciências Biológicas;2023-12-28;33415;DISEC-SUP INFR PATR
237420;Ana Clara Ferreira;2020-01-30;Engenharias;2018-12-16;38380;DICOI-CONTR.INTERNOS
237421;Isadora Silveira;2017-03-01;Ciências Sociais Aplicadas;2011-11-29;33415;DISEC-SUP INFR PATR
237422;Lucca Cavalcanti;2014-10-11;Ciências Agrárias;2009-12-13;33415;DISEC-SUP INFR PATR
237423;Luiz Miguel da Conceição;2016-07-04;Ciências Humanas;2010-06-16;33415;DISEC-SUP INFR PATR
237424;Maria Sophia Cardoso;2020-03-19;Ciências Humanas;2019-04-08;38380;DICOI-CONTR.INTERNOS
237425;Evelyn Martins;2016-06-28;Engenharias;2012-11-19;33415;DISEC-SUP INFR PATR
237426;Lucca Costela;2021-03-03;Lingüística, Letras e Artes;2020-10-31;33415;DISEC-SUP INFR PATR
237427;Thomas da Cunha;2015-07-29;Ciências Sociais Aplicadas;2010-07-29;33415;DISEC-SUP INFR PATR
237428;Isabelly Barbosa;2023-01-15;Engenharias;2010-08-09;33415;DISEC-SUP INFR PATR
237429;Benjamin Moreira;2016-05-31;Lingüística, Letras e Artes;2012-03-20;33415;DISEC-SUP INFR PATR
237430;Dra. Rebeca Nogueira;2017-09-08;Engenharias;2010-04-01;33415;DISEC-SUP INFR PATR
237431;Emanuella Correia;2024-07-08;Ciências Agrárias;2018-03-09;38380;DICOI-CONTR.INTERNOS
237432;Brenda Moreira;2020-09-28;Ciências Humanas;2014-11-17;33415;DISEC-SUP INFR PATR
237433;Milena Rodrigues;2023-06-21;Ciências Sociais Aplicadas;2018-10-29;33415;DISEC-SUP INFR PATR
237434;Luana da Conceição;2021-09-27;Ciências Agrárias;2020-03-26;33415;DISEC-SUP INFR PATR
237435;Thomas Moura;2015-08-25;Ciências Sociais Aplicadas;2011-09-20;33415;DISEC-SUP INFR PATR
237436;Sra. Ana Beatriz Gomes;2024-06-07;Ciências Biológicas;2020-07-09;33415;DISEC-SUP INFR PATR
237437;Pedro Miguel Cardoso;2020-10-18;Engenharias;2014-01-30;38380;DICOI-CONTR.INTERNOS
237438;Manuela Aragão;2015-10-25;Ciências Exatas e da Terra;2012-01-06;33415;DISEC-SUP INFR PATR
237439;Sr. Lucas Gabriel Novaes;2015-05-07;Ciências Agrárias;2011-03-17;33415;DISEC-SUP INFR PATR
237440;Luna Nascimento;2023-03-13;Lingüística, Letras e Artes;2020-03-21;33415;DISEC-SUP INFR PATR
237441;Benjamin da Conceição;2017-05-25;Ciências Agrárias;2016-06-28;33415;DISEC-SUP INFR PATR
237442;Francisco Carvalho;2014-12-12;Ciências Agrárias;2014-08-24;33415;DISEC-SUP INFR PATR
237443;Lucca Fogaça;2016-01-16;Ciências Sociais Aplicadas;2013-04-23;33415;DISEC-SUP INFR PATR
237444;André Lima;2018-10-25;Ciências Sociais Aplicadas;2010-09-29;33415;DISEC-SUP INFR PATR
237445;Alícia Barros;2020-05-04;Ciências Sociais Aplicadas;2019-12-07;33415;DISEC-SUP INFR PATR
237446;Davi Luiz Rocha;2016-12-19;Engenharias;2009-09-09;33415;DISEC-SUP INFR PATR
237447;Valentina Rodrigues;2020-12-14;Ciências Sociais Aplicadas;2009-11-09;33415;DISEC-SUP INFR PATR
237448;Isabelly Porto;2021-08-26;Ciências Biológicas;2013-06-02;38380;DICOI-CONTR.INTERNOS
237449;Ana Vitória Costela;2020-04-27;Ciências Sociais Aplicadas;2017-07-05;33415;DISEC-SUP INFR PATR
237450;Ana Oliveira;2024-07-13;Ciências Humanas;2009-08-29;33415;DISEC-SUP INFR PATR
237451;Maria Clara Cardoso;2016-11-05;Lingüística, Letras e Artes;2016-07-18;33415;DISEC-SUP INFR PATR
237452;Miguel Peixoto;2018-09-09;Ciências Agrárias;2015-12-04;33415;DISEC-SUP INFR PATR
237453;Maysa Dias;2019-04-15;Ciências Biológicas;2010-05-19;33415;DISEC-SUP INFR PATR
237454;Breno Almeida;2015-10-12;Engenharias;2011-07-09;33415;DISEC-SUP INFR PATR
237455;Sr. Enzo Rocha;2021-03-29;Ciências Sociais Aplicadas;2011-03-09;33415;DISEC-SUP INFR PATR
237456;Yasmin da Paz;2015-10-13;Ciências Biológicas;2014-03-02;33415;DISEC-SUP INFR PATR
237457;Alícia Mendes;2019-01-28;Ciências Humanas;2010-08-17;33415;DISEC-SUP INFR PATR
237458;Vicente Alves;2016-02-20;Ciências Exatas e da Terra;2012-03-30;38380;DICOI-CONTR.INTERNOS
237459;Daniel Cardoso;2021-08-14;Ciências Exatas e da Terra;2018-07-26;33415;DISEC-SUP INFR PATR
237460;Srta. Maitê Moreira;2016-02-23;Ciências Humanas;2014-11-14;38380;DICOI-CONTR.INTERNOS
237461;Dra. Ana Laura da Cunha;2023-04-07;Engenharias;2009-11-26;33415;DISEC-SUP INFR PATR
237462;Ryan Mendes;2019-06-23;Engenharias;2015-10-28;33415;DISEC-SUP INFR PATR
237463;Maria Vitória Santos;2020-11-19;Ciências Sociais Aplicadas;2020-05-28;33415;DISEC-SUP INFR PATR
237464;Alícia Farias;2019-01-11;Ciências Exatas e da Terra;2014-06-05;33415;DISEC-SUP INFR PATR
237465;Júlia Ferreira;2016-09-13;Engenharias;2014-01-25;33415;DISEC-SUP INFR PATR
237466;Leonardo Peixoto;2017-11-02;Engenharias;2013-04-24;33415;DISEC-SUP INFR PATR
237467;Maria Clara Freitas;2015-07-04;Ciências Humanas;2015-06-05;38380;DICOI-CONTR.INTERNOS
237468;João Guilherme da Rosa;2021-01-04;Ciências Sociais Aplicadas;2013-01-01;33415;DISEC-SUP INFR PATR
237469;Antônio Sales;2014-12-23;Ciências Biológicas;2014-11-30;33415;DISEC-SUP INFR PATR
237470;Maria Cecília Peixoto;2022-09-19;Ciências Agrárias;2010-09-25;33415;DISEC-SUP INFR PATR
237471;Sr. Marcelo da Conceição;2024-01-15;Engenharias;2011-09-15;33415;DISEC-SUP INFR PATR
237472;Enzo Silva;2017-07-11;Ciências Sociais Aplicadas;2012-08-10;38380;DICOI-CONTR.INTERNOS
237473;Nicole Rezende;2018-01-21;Engenharias;2016-05-19;38380;DICOI-CONTR.INTERNOS
237474;Carolina Araújo;2016-11-21;Ciências Exatas e da Terra;2009-12-26;33415;DISEC-SUP INFR PATR
237475;Bárbara Cardoso;2020-04-15;Ciências Biológicas;2017-01-15;33415;DISEC-SUP INFR PATR
237476;Milena Souza;2015-04-07;Ciências Biológicas;2012-12-22;38380;DICOI-CONTR.INTERNOS
237477;Bernardo Azevedo;2022-03-17;Ciências da Saúde;2016-07-20;38380;DICOI-CONTR.INTERNOS
237478;Antônio Castro;2021-07-18;Ciências Sociais Aplicadas;2011-11-05;33415;DISEC-SUP INFR PATR
237479;Luiz Felipe Pires;2015-05-17;Ciências Humanas;2012-05-23;38380;DICOI-CONTR.INTERNOS
237480;Henrique Lopes;2016-09-25;Ciências Exatas e da Terra;2015-03-19;33415;DISEC-SUP INFR PATR
237481;Isabella Alves;2017-04-01;Ciências Biológicas;2013-10-16;33415;DISEC-SUP INFR PATR
237482;Joana Viana;2018-04-02;Ciências da Saúde;2010-10-20;38380;DICOI-CONTR.INTERNOS
237483;Luana Fogaça;2016-02-08;Ciências Biológicas;2014-06-04;33415;DISEC-SUP INFR PATR
237484;Otávio Fogaça;2022-11-21;Ciências Agrárias;2020-04-27;33415;DISEC-SUP INFR PATR
237485;Manuela Gomes;2019-10-19;Ciências Agrárias;2013-08-15;33420;DIPES-CULT E PESSOAS
237486;André Carvalho;2015-06-04;Engenharias;2013-12-28;33420;DIPES-CULT E PESSOAS
237487;Kevin Farias;2020-07-11;Ciências Agrárias;2013-05-16;33420;DIPES-CULT E PESSOAS
237488;Dr. André Caldeira;2016-07-03;Ciências Biológicas;2011-09-28;33420;DIPES-CULT E PESSOAS
237489;Vicente Alves;2022-01-28;Ciências da Saúde;2010-07-10;33420;DIPES-CULT E PESSOAS
237490;Luiz Felipe da Costa;2024-03-30;Ciências Exatas e da Terra;2013-11-14;33420;DIPES-CULT E PESSOAS
237491;Mariana Almeida;2014-10-03;Ciências Exatas e da Terra;2013-02-19;33420;DIPES-CULT E PESSOAS
237492;Alice Viana;2015-10-16;Ciências Exatas e da Terra;2013-04-01;33420;DIPES-CULT E PESSOAS
237493;Igor Correia;2017-05-10;Ciências Biológicas;2010-09-16;33420;DIPES-CULT E PESSOAS
237494;Clarice da Luz;2018-09-12;Ciências Agrárias;2011-10-16;33420;DIPES-CULT E PESSOAS
237495;Olivia da Mota;2017-08-13;Ciências Agrárias;2013-03-16;33420;DIPES-CULT E PESSOAS
237496;Marcelo Azevedo;2015-04-21;Ciências Humanas;2014-05-12;33420;DIPES-CULT E PESSOAS
237497;Samuel Monteiro;2018-04-06;Ciências Sociais Aplicadas;2013-03-23;33420;DIPES-CULT E PESSOAS
237498;Isabel Silveira;2023-11-18;Ciências Agrárias;2016-01-25;33420;DIPES-CULT E PESSOAS
237499;Ana Julia Costela;2021-08-04;Ciências Sociais Aplicadas;2011-05-06;33420;DIPES-CULT E PESSOAS
237500;Cecília Moura;2017-04-12;Engenharias;2011-03-26;33420;DIPES-CULT E PESSOAS
237501;Sra. Maria Teixeira;2018-04-15;Ciências Sociais Aplicadas;2018-01-06;33420;DIPES-CULT E PESSOAS
237502;Dra. Elisa Moura;2023-03-07;Ciências Sociais Aplicadas;2016-09-11;33420;DIPES-CULT E PESSOAS
237503;Sr. Rodrigo Souza;2017-05-23;Engenharias;2015-08-06;33420;DIPES-CULT E PESSOAS
237504;Sra. Raquel Gonçalves;2024-06-12;Ciências Agrárias;2015-08-24;33420;DIPES-CULT E PESSOAS
237505;Rodrigo Monteiro;2019-04-05;Ciências Biológicas;2012-12-28;33420;DIPES-CULT E PESSOAS
237506;Luiza Santos;2022-04-28;Ciências da Saúde;2021-10-31;33420;DIPES-CULT E PESSOAS
237507;Maria Cecília Monteiro;2016-02-02;Engenharias;2011-05-03;33420;DIPES-CULT E PESSOAS
237508;Milena da Mota;2023-04-02;Lingüística, Letras e Artes;2017-02-01;33420;DIPES-CULT E PESSOAS
237509;Dra. Esther Pereira;2021-09-16;Ciências Humanas;2011-05-30;33420;DIPES-CULT E PESSOAS
237510;Sr. Enzo Costela;2019-08-28;Ciências Exatas e da Terra;2019-07-01;33420;DIPES-CULT E PESSOAS
237511;Vitor das Neves;2024-04-20;Ciências Sociais Aplicadas;2014-10-17;33420;DIPES-CULT E PESSOAS
237512;Clara Teixeira;2022-04-29;Ciências Biológicas;2022-01-17;33420;DIPES-CULT E PESSOAS
237513;Bianca Cardoso;2021-06-15;Ciências Humanas;2015-10-24;33420;DIPES-CULT E PESSOAS
237514;Dr. Arthur Rocha;2024-01-04;Engenharias;2011-01-19;33420;DIPES-CULT E PESSOAS
237515;Bernardo Silva;2018-07-31;Ciências da Saúde;2017-07-15;33420;DIPES-CULT E PESSOAS
237516;Sofia Ferreira;2015-06-14;Engenharias;2013-09-11;33420;DIPES-CULT E PESSOAS
237517;Joaquim Almeida;2021-09-24;Ciências Sociais Aplicadas;2017-11-17;33420;DIPES-CULT E PESSOAS
237518;Alexia Castro;2015-11-26;Ciências Exatas e da Terra;2009-08-11;33420;DIPES-CULT E PESSOAS
237519;Thiago Azevedo;2019-12-22;Lingüística, Letras e Artes;2016-01-03;33420;DIPES-CULT E PESSOAS
237520;Enzo Souza;2017-04-15;Ciências Biológicas;2016-07-20;33420;DIPES-CULT E PESSOAS
237521;João Miguel Oliveira;2014-08-14;Ciências da Saúde;2010-09-29;33420;DIPES-CULT E PESSOAS
237522;Stella Barbosa;2019-05-31;Ciências Biológicas;2010-08-03;33420;DIPES-CULT E PESSOAS
237523;Sra. Esther Campos;2020-01-05;Engenharias;2011-03-14;33420;DIPES-CULT E PESSOAS
237524;Dr. André da Costa;2019-06-16;Ciências Biológicas;2012-09-02;33420;DIPES-CULT E PESSOAS
237525;Isadora Alves;2018-12-01;Ciências Biológicas;2011-11-08;33420;DIPES-CULT E PESSOAS
237526;Ana Vitória Viana;2022-10-23;Ciências Sociais Aplicadas;2022-10-16;33420;DIPES-CULT E PESSOAS
237527;Dr. Benjamin Barbosa;2015-09-19;Ciências Exatas e da Terra;2010-04-25;33420;DIPES-CULT E PESSOAS
237528;Gustavo Henrique Pereira;2020-05-11;Ciências Biológicas;2014-02-25;33420;DIPES-CULT E PESSOAS
237529;Marcos Vinicius Cunha;2016-03-20;Ciências Humanas;2014-10-10;33420;DIPES-CULT E PESSOAS
237530;João da Costa;2020-01-23;Ciências da Saúde;2010-10-30;33420;DIPES-CULT E PESSOAS
237531;Lorenzo Silva;2024-06-22;Engenharias;2016-12-15;33420;DIPES-CULT E PESSOAS
237532;Stephany Oliveira;2021-08-04;Ciências Exatas e da Terra;2015-05-21;33420;DIPES-CULT E PESSOAS
237533;Lara Sales;2023-09-25;Ciências Sociais Aplicadas;2017-11-14;33420;DIPES-CULT E PESSOAS
237534;Sr. Davi Luiz da Cruz;2023-04-02;Ciências Biológicas;2022-08-16;33420;DIPES-CULT E PESSOAS
237535;Esther Jesus;2016-03-21;Ciências da Saúde;2013-12-18;33420;DIPES-CULT E PESSOAS
237536;Lavínia Dias;2018-05-10;Ciências Exatas e da Terra;2018-03-07;33420;DIPES-CULT E PESSOAS
237537;Enrico da Paz;2022-12-22;Ciências Humanas;2021-06-01;33420;DIPES-CULT E PESSOAS
237538;Milena Ramos;2023-06-07;Ciências Agrárias;2018-04-10;33420;DIPES-CULT E PESSOAS
237539;Marcela Peixoto;2019-08-11;Ciências Humanas;2014-05-05;33420;DIPES-CULT E PESSOAS
237540;Pedro Miguel Cavalcanti;2020-03-16;Ciências Humanas;2010-08-02;33420;DIPES-CULT E PESSOAS
237541;Esther Mendes;2017-09-20;Ciências Agrárias;2014-03-10;33420;DIPES-CULT E PESSOAS
237542;Alexia Silva;2016-10-19;Ciências Sociais Aplicadas;2012-06-13;33420;DIPES-CULT E PESSOAS
237543;Rafaela Oliveira;2021-08-01;Ciências Agrárias;2021-04-20;33420;DIPES-CULT E PESSOAS
237544;Yago Gonçalves;2018-05-19;Ciências Sociais Aplicadas;2017-08-21;33420;DIPES-CULT E PESSOAS
237545;Sr. Raul da Mota;2016-08-14;Ciências Biológicas;2010-11-13;33420;DIPES-CULT E PESSOAS
237546;Beatriz Sales;2022-09-12;Ciências Biológicas;2013-11-08;33420;DIPES-CULT E PESSOAS
