cd_func;nm_func;dt_ingso;area_cmnto;dt_conc;cd_uor;nm_uor_rdz
F237063;Sra. Sarah Fogaça;2016-02-02;Ciências Agrárias;2013-09-12;33390;DIJUR-JURIDICA
F237064;Lucas Gabriel Peixoto;2015-11-22;Ciências Biológicas;2009-12-11;33390;DIJUR-JURIDICA
F237065;Dr. João Lucas Mendes;2017-07-13;Ciências Sociais Aplicadas;2015-11-12;33390;DIJUR-JURIDICA
F237066;Srta. Brenda Ramos;2023-12-18;Ciências Humanas;2011-11-25;33390;DIJUR-JURIDICA
F237067;Camila Fernandes;2015-10-21;Engenharias;2013-03-06;33390;DIJUR-JURIDICA
F237068;Luiz Felipe Ribeiro;2017-11-24;Ciências Biológicas;2015-06-28;33390;DIJUR-JURIDICA
F237069;Dr. Bruno Fogaça;2022-11-09;Ciências Exatas e da Terra;2015-03-07;33390;DIJUR-JURIDICA
F237070;Srta. Maria Dias;2016-09-11;Ciências Exatas e da Terra;2015-01-18;33390;DIJUR-JURIDICA
F237071;Kamilly Dias;2018-12-05;Ciências Humanas;2016-05-21;33390;DIJUR-JURIDICA
F237072;Maria Alice Novaes;2021-03-05;Ciências Sociais Aplicadas;2019-04-27;33390;DIJUR-JURIDICA
F237073;Luigi Martins;2018-03-15;Ciências Agrárias;2012-06-16;33390;DIJUR-JURIDICA
F237074;Daniela Nascimento;2024-03-11;Ciências Humanas;2024-02-27;33390;DIJUR-JURIDICA
F237075;Isabella Fogaça;2022-07-06;Ciências Agrárias;2021-12-04;33390;DIJUR-JURIDICA
F237076;Enzo Gabriel Cardoso;2018-04-03;Engenharias;2011-07-13;33390;DIJUR-JURIDICA
F237077;João Vitor Viana;2021-11-20;Lingüística, Letras e Artes;2011-12-26;33390;DIJUR-JURIDICA
F237078;Maria Freitas;2018-03-12;Lingüística, Letras e Artes;2017-12-22;33390;DIJUR-JURIDICA
F237079;Vitor Hugo Nunes;2016-03-26;Engenharias;2015-11-08;33410;DIFIN-FINANCAS
F237080;Ian da Cruz;2020-08-23;Ciências Humanas;2010-03-15;33410;DIFIN-FINANCAS
F237081;Lucca Aragão;2020-11-02;Engenharias;2015-11-05;33410;DIFIN-FINANCAS
F237082;Gabriela Correia;2021-02-09;Engenharias;2013-03-22;33410;DIFIN-FINANCAS
F237083;Ana Beatriz Mendes;2016-04-05;Ciências Humanas;2011-08-26;33410;DIFIN-FINANCAS
F237084;Carolina Castro;2020-05-09;Ciências Sociais Aplicadas;2010-05-01;33410;DIFIN-FINANCAS
F237085;Laís da Rosa;2020-03-07;Ciências Humanas;2014-02-03;33410;DIFIN-FINANCAS
F237086;Fernando Souza;2017-08-10;Ciências Biológicas;2009-09-26;33410;DIFIN-FINANCAS
F237087;Luiz Miguel Nunes;2023-12-17;Engenharias;2017-06-09;33410;DIFIN-FINANCAS
F237088;Sra. Ana Sophia da Cunha;2021-08-28;Lingüística, Letras e Artes;2012-09-13;33410;DIFIN-FINANCAS
F237089;Dra. Cecília Barbosa;2021-09-27;Engenharias;2011-08-26;33410;DIFIN-FINANCAS
F237090;Juliana Silva;2022-02-10;Ciências Agrárias;2019-06-03;33410;DIFIN-FINANCAS
F237091;Maria Cecília Farias;2019-07-31;Ciências Biológicas;2012-03-21;33410;DIFIN-FINANCAS
F237092;Davi Lucca Pereira;2017-09-15;Ciências Humanas;2013-06-14;33410;DIFIN-FINANCAS
F237093;Vitor Hugo Dias;2024-06-04;Ciências Sociais Aplicadas;2015-11-10;33410;DIFIN-FINANCAS
F237094;Bruno da Rosa;2015-10-05;Ciências Sociais Aplicadas;2009-12-16;33410;DIFIN-FINANCAS
F237095;Nathan Mendes;2022-06-18;Ciências Sociais Aplicadas;2016-05-13;33410;DIFIN-FINANCAS
F237096;Dr. Pedro Miguel da Cunha;2019-10-24;Ciências Sociais Aplicadas;2014-11-25;33410;DIFIN-FINANCAS
F237097;Luna Vieira;2020-09-07;Engenharias;2014-08-20;33410;DIFIN-FINANCAS
F237098;Camila Rodrigues;2016-12-27;Ciências Humanas;2010-10-20;33410;DIFIN-FINANCAS
F237099;Marina Silva;2017-07-07;Ciências Agrárias;2010-06-12;33410;DIFIN-FINANCAS
F237100;Dra. Ana Vitória da Costa;2016-06-09;Ciências Sociais Aplicadas;2014-10-18;33410;DIFIN-FINANCAS
F237101;Isabelly Aragão;2023-01-06;Ciências Biológicas;2014-08-06;33410;DIFIN-FINANCAS
F237102;Lucca Campos;2014-11-25;Ciências Biológicas;2012-04-20;33410;DIFIN-FINANCAS
F237103;Gabriel Mendes;2022-10-31;Lingüística, Letras e Artes;2016-03-12;33410;DIFIN-FINANCAS
F237104;Pedro Henrique Jesus;2019-08-01;Ciências Agrárias;2016-11-05;33410;DIFIN-FINANCAS
F237105;Elisa Sales;2015-10-14;Ciências Exatas e da Terra;2011-10-31;33410;DIFIN-FINANCAS
F237106;Sr. João da Costa;2019-07-06;Ciências Exatas e da Terra;2011-06-29;33410;DIFIN-FINANCAS
F237107;Pedro Miguel Monteiro;2019-12-27;Ciências Biológicas;2015-07-01;33410;DIFIN-FINANCAS
F237108;Ana Júlia Costa;2018-07-08;Ciências Exatas e da Terra;2012-05-30;33410;DIFIN-FINANCAS
F237109;Manuela Dias;2023-07-25;Ciências Sociais Aplicadas;2022-05-17;33410;DIFIN-FINANCAS
F237110;Ana Vitória Nunes;2015-12-23;Ciências da Saúde;2009-12-09;33410;DIFIN-FINANCAS
F237111;Luiz Felipe Azevedo;2018-12-15;Ciências Sociais Aplicadas;2018-06-17;33410;DIFIN-FINANCAS
F237112;Thomas Lima;2020-09-29;Ciências Agrárias;2019-04-15;33410;DIFIN-FINANCAS
F237113;Maria Cecília Aragão;2022-12-30;Ciências Exatas e da Terra;2010-07-06;33410;DIFIN-FINANCAS
F237114;Catarina Freitas;2019-05-05;Ciências Sociais Aplicadas;2016-09-24;33410;DIFIN-FINANCAS
F237115;Ana Julia Moura;2022-04-13;Ciências Sociais Aplicadas;2017-02-18;33410;DIFIN-FINANCAS
F237116;Isabelly Moraes;2024-01-30;Ciências Exatas e da Terra;2016-01-12;33410;DIFIN-FINANCAS
F237117;Dr. Nathan da Cruz;2020-06-09;Ciências Humanas;2019-02-09;33410;DIFIN-FINANCAS
F237118;Nina Santos;2023-03-29;Ciências Agrárias;2022-06-11;33410;DIFIN-FINANCAS
F237119;Luiz Otávio Caldeira;2020-05-20;Ciências Sociais Aplicadas;2016-11-07;33410;DIFIN-FINANCAS
F237120;Srta. Eduarda Porto;2017-12-23;Engenharias;2014-05-25;33410;DIFIN-FINANCAS
F237121;Sr. Pedro Peixoto;2021-09-21;Ciências Humanas;2010-11-30;33410;DIFIN-FINANCAS
F237122;Olivia Silveira;2021-05-25;Ciências Sociais Aplicadas;2010-04-25;33410;DIFIN-FINANCAS
F237123;Joaquim Pinto;2020-08-11;Engenharias;2016-08-31;33410;DIFIN-FINANCAS
F237124;Marcelo da Rosa;2015-06-29;Engenharias;2013-08-20;33410;DIFIN-FINANCAS
F237125;Calebe Martins;2018-10-18;Ciências Sociais Aplicadas;2015-10-24;33410;DIFIN-FINANCAS
F237126;Sr. André Lima;2018-10-17;Engenharias;2010-07-22;33410;DIFIN-FINANCAS
F237127;Nina Araújo;2020-05-14;Ciências da Saúde;2016-06-28;33410;DIFIN-FINANCAS
F237128;Pedro Henrique Alves;2021-11-04;Ciências Sociais Aplicadas;2019-02-25;33410;DIFIN-FINANCAS
F237129;Evelyn Ramos;2017-12-29;Ciências Biológicas;2012-04-05;33410;DIFIN-FINANCAS
F237130;Alexandre Farias;2016-07-20;Ciências Biológicas;2012-10-14;33410;DIFIN-FINANCAS
F237131;Luana Souza;2024-02-13;Ciências Exatas e da Terra;2023-06-15;33410;DIFIN-FINANCAS
F237132;Sr. Thales Costela;2017-10-07;Ciências Humanas;2012-07-08;33410;DIFIN-FINANCAS
F237133;Gabrielly Correia;2022-10-07;Engenharias;2019-10-08;33410;DIFIN-FINANCAS
F237134;Rafael Moraes;2019-07-19;Engenharias;2015-08-09;33410;DIFIN-FINANCAS
F237135;Sr. Kaique Fernandes;2021-09-19;Ciências Sociais Aplicadas;2020-10-21;33410;DIFIN-FINANCAS
F237136;Lorena Cardoso;2021-11-11;Ciências Biológicas;2016-12-21;33410;DIFIN-FINANCAS
F237137;Paulo Cunha;2015-11-09;Ciências Sociais Aplicadas;2015-04-12;33410;DIFIN-FINANCAS
F237138;Vitor Gabriel Duarte;2020-01-30;Ciências Exatas e da Terra;2018-02-03;33410;DIFIN-FINANCAS
F237139;Clara Pires;2016-12-17;Ciências Humanas;2016-12-05;33410;DIFIN-FINANCAS
F237140;Rodrigo Monteiro;2023-01-26;Engenharias;2022-08-30;33410;DIFIN-FINANCAS
F237141;Thomas da Paz;2016-02-28;Ciências Exatas e da Terra;2009-11-24;33410;DIFIN-FINANCAS
F237142;Luna Cunha;2016-08-09;Ciências Sociais Aplicadas;2016-02-29;33410;DIFIN-FINANCAS
F237143;Otávio da Mota;2023-06-08;Ciências Sociais Aplicadas;2018-12-04;33410;DIFIN-FINANCAS
F237144;Davi Lucas Rezende;2017-06-04;Ciências Sociais Aplicadas;2010-01-20;33410;DIFIN-FINANCAS
F237145;João das Neves;2023-07-12;Engenharias;2016-07-31;33410;DIFIN-FINANCAS
F237146;Daniela Almeida;2016-05-20;Ciências Humanas;2013-12-05;33410;DIFIN-FINANCAS
F237147;Sra. Letícia Viana;2021-08-20;Ciências Sociais Aplicadas;2019-08-24;33410;DIFIN-FINANCAS
F237148;Bianca Rezende;2019-08-29;Engenharias;2010-06-15;33410;DIFIN-FINANCAS
F237149;João Lucas Nogueira;2019-08-06;Ciências Biológicas;2016-11-05;33410;DIFIN-FINANCAS
F237150;Maysa Aragão;2020-10-27;Ciências Biológicas;2010-12-27;33410;DIFIN-FINANCAS
F237151;Maria Vitória Novaes;2018-06-15;Engenharias;2016-09-13;33410;DIFIN-FINANCAS
F237152;Ana Júlia Silva;2020-05-27;Ciências Exatas e da Terra;2014-12-15;33410;DIFIN-FINANCAS
F237153;Caroline Nascimento;2019-05-12;Ciências Sociais Aplicadas;2009-10-31;33410;DIFIN-FINANCAS
F237154;Amanda Freitas;2020-03-25;Ciências Sociais Aplicadas;2011-07-25;33410;DIFIN-FINANCAS
F237155;Isadora Mendes;2016-01-14;Ciências Sociais Aplicadas;2010-03-26;33410;DIFIN-FINANCAS
F237156;Cauê Souza;2022-12-05;Engenharias;2021-05-08;33410;DIFIN-FINANCAS
F237157;Joana Costela;2018-05-05;Ciências da Saúde;2015-03-16;33410;DIFIN-FINANCAS
F237158;Bryan Cardoso;2015-11-03;Engenharias;2012-08-09;33410;DIFIN-FINANCAS
F237159;Bárbara Jesus;2017-04-04;Ciências da Saúde;2013-10-14;33410;DIFIN-FINANCAS
F237160;Maria Julia Melo;2022-06-20;Ciências da Saúde;2018-01-22;33410;DIFIN-FINANCAS
F237161;Stella Teixeira;2015-09-29;Engenharias;2013-07-23;33410;DIFIN-FINANCAS
F237162;Gustavo Barros;2021-12-01;Ciências Exatas e da Terra;2021-10-05;33410;DIFIN-FINANCAS
F237163;Lara Monteiro;2019-11-12;Lingüística, Letras e Artes;2017-05-08;33410;DIFIN-FINANCAS
F237164;Dra. Melissa das Neves;2022-06-21;Ciências da Saúde;2016-08-03;33410;DIFIN-FINANCAS
F237165;Emanuel Rocha;2023-04-22;Ciências Agrárias;2013-04-14;33410;DIFIN-FINANCAS
F237166;Rafaela Dias;2022-05-01;Engenharias;2010-12-30;33410;DIFIN-FINANCAS
F237167;Ryan Barros;2022-12-31;Ciências Sociais Aplicadas;2017-05-05;33410;DIFIN-FINANCAS
F237168;Joana Costa;2019-08-18;Engenharias;2010-01-08;33410;DIFIN-FINANCAS
F237169;Luiz Henrique Ramos;2015-04-11;Engenharias;2013-06-01;33410;DIFIN-FINANCAS
F237170;Agatha Azevedo;2017-06-16;Ciências Humanas;2009-10-18;33410;DIFIN-FINANCAS
F237171;Luiz Otávio Freitas;2017-10-16;Ciências Exatas e da Terra;2014-12-18;33410;DIFIN-FINANCAS
F237172;Dr. Samuel Fogaça;2018-08-17;Ciências Agrárias;2013-02-02;33410;DIFIN-FINANCAS
F237173;Kamilly Rodrigues;2020-07-15;Ciências Agrárias;2018-04-26;33410;DIFIN-FINANCAS
F237174;Sabrina Cardoso;2017-04-07;Ciências Humanas;2011-10-25;33410;DIFIN-FINANCAS
F237175;Pietro Nunes;2019-11-16;Ciências Sociais Aplicadas;2016-07-10;33410;DIFIN-FINANCAS
F237176;Maria Sophia Moreira;2019-04-16;Ciências Sociais Aplicadas;2013-06-13;33410;DIFIN-FINANCAS
F237177;Leandro Lopes;2016-10-13;Ciências Agrárias;2016-04-14;33410;DIFIN-FINANCAS
F237178;Luiz Gustavo Mendes;2023-01-29;Ciências Exatas e da Terra;2009-10-22;33410;DIFIN-FINANCAS
F237179;Luiz Miguel Nunes;2014-09-04;Ciências Biológicas;2012-05-25;33410;DIFIN-FINANCAS
F237180;Gabriel Cunha;2015-04-16;Ciências Humanas;2014-09-08;33410;DIFIN-FINANCAS
F237181;Srta. Giovanna Melo;2019-06-10;Ciências Biológicas;2011-04-15;33410;DIFIN-FINANCAS
F237182;Sr. Vitor Gabriel Alves;2022-03-27;Engenharias;2014-04-03;33410;DIFIN-FINANCAS
F237183;Danilo Gomes;2021-08-03;Ciências Agrárias;2010-11-20;33410;DIFIN-FINANCAS
F237184;Antônio Costa;2017-08-30;Ciências Humanas;2016-06-21;33410;DIFIN-FINANCAS
F237185;Ana Sophia Correia;2017-07-26;Ciências Sociais Aplicadas;2017-04-25;33410;DIFIN-FINANCAS
F237186;Sophia Santos;2021-01-18;Engenharias;2014-07-01;33410;DIFIN-FINANCAS
F237187;Amanda da Paz;2014-09-18;Engenharias;2010-12-23;33410;DIFIN-FINANCAS
F237188;Marcos Vinicius Jesus;2023-09-20;Ciências Sociais Aplicadas;2023-06-25;33410;DIFIN-FINANCAS
F237189;João Pedro Moreira;2023-08-14;Ciências Biológicas;2013-09-06;33410;DIFIN-FINANCAS
F237190;Enzo Carvalho;2023-12-06;Ciências Biológicas;2012-03-11;33410;DIFIN-FINANCAS
F237191;Maitê da Conceição;2023-05-23;Ciências Humanas;2015-12-23;33410;DIFIN-FINANCAS
F237192;Miguel da Rosa;2016-10-25;Ciências Humanas;2012-06-28;33410;DIFIN-FINANCAS
F237193;Dr. Guilherme Carvalho;2020-03-14;Ciências Biológicas;2019-10-30;33410;DIFIN-FINANCAS
F237194;Lucas Gabriel Rocha;2017-03-25;Engenharias;2012-07-07;33410;DIFIN-FINANCAS
F237195;Pedro Miguel Lopes;2017-07-12;Ciências Biológicas;2013-08-30;33410;DIFIN-FINANCAS
F237196;Maysa da Paz;2022-05-24;Ciências Exatas e da Terra;2014-06-07;33410;DIFIN-FINANCAS
F237197;Nicole Ribeiro;2018-08-04;Ciências Sociais Aplicadas;2011-10-18;33410;DIFIN-FINANCAS
F237198;Antônio Araújo;2024-06-08;Ciências Sociais Aplicadas;2015-08-04;33410;DIFIN-FINANCAS
F237199;Esther Silveira;2020-03-19;Ciências Agrárias;2010-10-29;33410;DIFIN-FINANCAS
F237200;Ana Júlia Caldeira;2018-03-18;Ciências Biológicas;2018-02-21;33410;DIFIN-FINANCAS
F237201;Camila Silva;2017-04-11;Ciências Sociais Aplicadas;2013-10-22;33410;DIFIN-FINANCAS
F237202;Miguel Carvalho;2021-06-13;Ciências Agrárias;2010-11-16;33410;DIFIN-FINANCAS
F237203;Dra. Alice Souza;2016-08-27;Ciências Humanas;2009-11-14;33410;DIFIN-FINANCAS
F237204;Emanuel Pinto;2023-04-17;Engenharias;2016-05-08;33410;DIFIN-FINANCAS
F237205;Valentina Cunha;2020-09-23;Ciências da Saúde;2020-08-19;33410;DIFIN-FINANCAS
F237206;Laís Gomes;2017-08-12;Engenharias;2012-01-25;33410;DIFIN-FINANCAS
F237207;Rebeca Porto;2021-10-04;Engenharias;2012-06-20;33410;DIFIN-FINANCAS
F237208;Dr. Marcos Vinicius Peixoto;2022-05-03;Ciências da Saúde;2021-12-21;33410;DIFIN-FINANCAS
F237209;Leandro Freitas;2020-04-16;Ciências Sociais Aplicadas;2017-12-02;33410;DIFIN-FINANCAS
F237210;Sophia Ramos;2017-11-26;Ciências Agrárias;2012-06-10;33410;DIFIN-FINANCAS
F237211;Vinicius Rezende;2018-05-15;Ciências da Saúde;2018-01-30;33410;DIFIN-FINANCAS
F237212;Sr. Leonardo Oliveira;2017-07-04;Ciências Exatas e da Terra;2010-02-16;33410;DIFIN-FINANCAS
F237213;João da Mata;2017-03-27;Ciências da Saúde;2012-03-27;33410;DIFIN-FINANCAS
F237214;Isabel Freitas;2017-09-03;Ciências Biológicas;2012-05-26;33410;DIFIN-FINANCAS
F237215;Leonardo Caldeira;2024-03-28;Ciências Humanas;2023-09-22;33410;DIFIN-FINANCAS
F237216;Dr. Caio Costela;2018-02-08;Ciências Sociais Aplicadas;2016-08-19;33410;DIFIN-FINANCAS
F237217;Samuel Cunha;2022-04-01;Ciências Sociais Aplicadas;2018-02-06;33410;DIFIN-FINANCAS
F237218;Vitor Gabriel Vieira;2016-11-02;Engenharias;2012-03-01;33410;DIFIN-FINANCAS
F237219;Dr. Otávio Teixeira;2022-10-05;Engenharias;2015-12-30;33410;DIFIN-FINANCAS
F237220;Maria Luiza Farias;2019-02-03;Engenharias;2010-09-04;33410;DIFIN-FINANCAS
F237221;Pedro Miguel da Conceição;2020-04-14;Ciências da Saúde;2009-08-22;33410;DIFIN-FINANCAS
F237222;Lara Rezende;2021-01-27;Ciências da Saúde;2009-11-14;33410;DIFIN-FINANCAS
F237223;Maysa Araújo;2019-09-19;Ciências Humanas;2010-02-22;33410;DIFIN-FINANCAS
F237224;Dra. Pietra Correia;2021-03-14;Engenharias;2013-09-13;33410;DIFIN-FINANCAS
F237225;Maria Julia da Cunha;2022-04-30;Ciências Humanas;2014-10-12;33410;DIFIN-FINANCAS
F237226;Murilo Santos;2015-02-13;Engenharias;2014-12-03;33410;DIFIN-FINANCAS
F237227;Gabriel Moreira;2022-12-23;Ciências Biológicas;2019-03-06;33410;DIFIN-FINANCAS
F237228;Clara Farias;2017-09-08;Ciências Humanas;2015-10-19;33410;DIFIN-FINANCAS
F237229;Lucca Castro;2023-08-02;Ciências Sociais Aplicadas;2021-07-19;33410;DIFIN-FINANCAS
F237230;Maria Luiza Campos;2019-02-21;Ciências da Saúde;2013-10-26;33410;DIFIN-FINANCAS
F237231;Davi Araújo;2016-10-27;Engenharias;2014-03-24;33410;DIFIN-FINANCAS
F237232;Amanda da Cruz;2022-08-19;Ciências Biológicas;2015-01-25;33410;DIFIN-FINANCAS
F237233;Bárbara Mendes;2019-11-21;Ciências Sociais Aplicadas;2014-12-13;33415;DISEC-SUP INFR PATR
F237234;Ana Luiza Almeida;2020-05-14;Ciências Biológicas;2017-04-03;33415;DISEC-SUP INFR PATR
F237235;Dr. Cauê da Mata;2020-03-29;Ciências Biológicas;2013-01-22;33415;DISEC-SUP INFR PATR
F237236;Sr. Renan Sales;2022-03-19;Ciências Humanas;2009-12-15;38380;DICOI-CONTR.INTERNOS
F237237;Maria Costela;2015-05-25;Ciências Agrárias;2012-06-08;33415;DISEC-SUP INFR PATR
F237238;Isadora Dias;2019-10-17;Ciências Humanas;2009-09-22;33415;DISEC-SUP INFR PATR
F237239;Srta. Maria Fernanda Sales;2021-08-30;Ciências da Saúde;2017-10-09;33415;DISEC-SUP INFR PATR
F237240;Marina Correia;2023-06-25;Ciências Agrárias;2012-01-21;33415;DISEC-SUP INFR PATR
F237241;Sr. João Miguel Cavalcanti;2023-09-08;Ciências Sociais Aplicadas;2016-03-09;38380;DICOI-CONTR.INTERNOS
F237242;Laura Peixoto;2015-09-09;Ciências Biológicas;2012-02-08;33415;DISEC-SUP INFR PATR
F237243;Lucas Viana;2015-01-16;Engenharias;2014-11-12;33415;DISEC-SUP INFR PATR
F237244;Enzo Barros;2016-04-03;Engenharias;2012-03-18;33415;DISEC-SUP INFR PATR
F237245;Brenda Moura;2015-08-26;Ciências Biológicas;2012-04-25;38380;DICOI-CONTR.INTERNOS
F237246;João Pedro Gomes;2021-12-16;Ciências Humanas;2011-09-05;33415;DISEC-SUP INFR PATR
F237247;Igor Ramos;2023-04-23;Ciências Sociais Aplicadas;2018-09-14;33415;DISEC-SUP INFR PATR
F237248;Julia Cardoso;2014-12-25;Engenharias;2014-11-26;38380;DICOI-CONTR.INTERNOS
F237249;Sr. Caio Nascimento;2020-06-06;Ciências Humanas;2016-02-16;33415;DISEC-SUP INFR PATR
F237250;Raquel Duarte;2015-06-16;Ciências Biológicas;2015-04-24;38380;DICOI-CONTR.INTERNOS
F237251;Alexia Cardoso;2015-05-07;Engenharias;2014-09-20;33415;DISEC-SUP INFR PATR
F237252;Pietro Nunes;2020-06-17;Engenharias;2010-07-12;33415;DISEC-SUP INFR PATR
F237253;Marcela da Rosa;2015-10-14;Ciências Biológicas;2012-12-24;33415;DISEC-SUP INFR PATR
F237254;Leandro Carvalho;2016-10-20;Ciências da Saúde;2013-09-22;33415;DISEC-SUP INFR PATR
F237255;Marcos Vinicius Moura;2023-06-22;Ciências da Saúde;2011-05-12;38380;DICOI-CONTR.INTERNOS
F237256;Dra. Elisa Porto;2017-05-27;Ciências Sociais Aplicadas;2012-05-13;33415;DISEC-SUP INFR PATR
F237257;Maria Julia Monteiro;2021-11-11;Engenharias;2012-02-02;33415;DISEC-SUP INFR PATR
F237258;Sr. Pedro Lucas Novaes;2019-05-28;Ciências Humanas;2011-04-28;33415;DISEC-SUP INFR PATR
F237259;Bruna da Paz;2021-03-02;Ciências Agrárias;2011-07-23;33415;DISEC-SUP INFR PATR
F237260;Davi Luiz Ribeiro;2024-06-06;Ciências da Saúde;2021-02-24;38380;DICOI-CONTR.INTERNOS
F237261;Yuri Azevedo;2022-06-30;Ciências Sociais Aplicadas;2016-07-16;33415;DISEC-SUP INFR PATR
F237262;Raul Costela;2022-08-18;Ciências Humanas;2019-09-12;33415;DISEC-SUP INFR PATR
F237263;Davi Lucas Souza;2018-09-11;Ciências da Saúde;2011-10-08;38380;DICOI-CONTR.INTERNOS
F237264;Laura Peixoto;2024-05-16;Ciências Agrárias;2011-04-24;33415;DISEC-SUP INFR PATR
F237265;Erick Barbosa;2020-06-09;Ciências Agrárias;2012-12-07;33415;DISEC-SUP INFR PATR
F237266;Cauê Castro;2019-04-18;Ciências Exatas e da Terra;2011-01-14;33415;DISEC-SUP INFR PATR
F237267;Kamilly Pereira;2016-08-18;Engenharias;2011-10-07;33415;DISEC-SUP INFR PATR
F237268;Nathan Rocha;2021-09-30;Ciências Sociais Aplicadas;2014-07-30;33415;DISEC-SUP INFR PATR
F237269;Ana Júlia Carvalho;2022-10-15;Ciências Sociais Aplicadas;2011-04-14;38380;DICOI-CONTR.INTERNOS
F237270;Ana Lívia Barbosa;2017-01-26;Ciências Biológicas;2010-07-30;33415;DISEC-SUP INFR PATR
F237271;Daniela Cardoso;2020-04-24;Ciências Biológicas;2011-08-25;33415;DISEC-SUP INFR PATR
F237272;Isabella Ferreira;2014-08-08;Ciências Biológicas;2014-04-14;33415;DISEC-SUP INFR PATR
F237273;Marcelo Costa;2020-05-21;Ciências Humanas;2011-08-08;33415;DISEC-SUP INFR PATR
F237274;Sr. Davi Luiz da Rocha;2023-07-18;Ciências da Saúde;2020-04-08;33415;DISEC-SUP INFR PATR
F237275;Felipe Barros;2018-08-11;Ciências Sociais Aplicadas;2014-04-29;33415;DISEC-SUP INFR PATR
F237276;Camila Novaes;2022-05-14;Ciências Humanas;2016-03-18;33415;DISEC-SUP INFR PATR
F237277;Maria Luiza Cavalcanti;2017-06-16;Ciências Biológicas;2016-07-27;33415;DISEC-SUP INFR PATR
F237278;Dr. Matheus Monteiro;2018-03-20;Ciências Humanas;2014-04-30;33415;DISEC-SUP INFR PATR
F237279;Gabrielly Silva;2019-11-24;Ciências Agrárias;2018-09-18;38380;DICOI-CONTR.INTERNOS
F237280;Alexia Silveira;2022-09-14;Engenharias;2014-11-11;33415;DISEC-SUP INFR PATR
F237281;Eduardo Nogueira;2023-12-09;Ciências Agrárias;2019-10-09;38380;DICOI-CONTR.INTERNOS
F237282;Pedro Miguel Pinto;2015-02-13;Ciências da Saúde;2013-01-05;33415;DISEC-SUP INFR PATR
F237283;Lorena Nunes;2020-12-11;Ciências Sociais Aplicadas;2011-05-24;33415;DISEC-SUP INFR PATR
F237284;Vitor Hugo Cunha;2017-01-17;Engenharias;2012-07-25;33415;DISEC-SUP INFR PATR
F237285;Alexandre Caldeira;2016-03-21;Ciências da Saúde;2011-05-26;38380;DICOI-CONTR.INTERNOS
F237286;Francisco Lima;2022-11-12;Ciências Agrárias;2012-01-07;33415;DISEC-SUP INFR PATR
F237287;Enzo Gabriel Cardoso;2016-02-22;Ciências Sociais Aplicadas;2013-09-10;33415;DISEC-SUP INFR PATR
F237288;Clarice Mendes;2016-05-13;Ciências da Saúde;2013-05-19;33415;DISEC-SUP INFR PATR
F237289;Eduarda Jesus;2018-11-13;Ciências Exatas e da Terra;2013-11-20;33415;DISEC-SUP INFR PATR
F237290;Pedro Miguel Souza;2020-03-14;Engenharias;2018-12-16;33415;DISEC-SUP INFR PATR
F237291;Paulo Souza;2019-08-11;Ciências Exatas e da Terra;2010-07-01;33415;DISEC-SUP INFR PATR
F237292;Rafaela Castro;2014-09-28;Ciências Exatas e da Terra;2013-02-01;33415;DISEC-SUP INFR PATR
F237293;Davi Novaes;2022-08-23;Engenharias;2021-10-04;38380;DICOI-CONTR.INTERNOS
F237294;Eduardo da Mota;2014-10-12;Ciências Biológicas;2011-09-30;33415;DISEC-SUP INFR PATR
F237295;Sarah Ferreira;2020-07-27;Engenharias;2010-07-01;38380;DICOI-CONTR.INTERNOS
F237296;Nicolas Campos;2021-11-16;Lingüística, Letras e Artes;2017-02-03;38380;DICOI-CONTR.INTERNOS
F237297;Levi Pires;2021-11-09;Ciências Humanas;2015-08-19;33415;DISEC-SUP INFR PATR
F237298;Mariana da Luz;2020-06-24;Ciências da Saúde;2013-02-09;33415;DISEC-SUP INFR PATR
F237299;Caio Oliveira;2018-10-02;Ciências Sociais Aplicadas;2015-03-26;38380;DICOI-CONTR.INTERNOS
F237300;Sra. Rebeca Nogueira;2021-07-27;Ciências Sociais Aplicadas;2012-10-11;33415;DISEC-SUP INFR PATR
F237301;Luiza Teixeira;2022-01-21;Ciências da Saúde;2017-11-29;33415;DISEC-SUP INFR PATR
F237302;Cauã Jesus;2018-02-18;Ciências Biológicas;2013-07-23;33415;DISEC-SUP INFR PATR
F237303;Mariane Mendes;2022-05-27;Lingüística, Letras e Artes;2009-09-29;33415;DISEC-SUP INFR PATR
F237304;Sr. Luiz Felipe Oliveira;2024-07-30;Ciências Exatas e da Terra;2018-12-11;33415;DISEC-SUP INFR PATR
F237305;Luiza da Costa;2019-03-07;Ciências Sociais Aplicadas;2019-01-16;33415;DISEC-SUP INFR PATR
F237306;Sra. Maysa Sales;2018-03-28;Ciências Sociais Aplicadas;2013-09-30;33415;DISEC-SUP INFR PATR
F237307;Augusto Azevedo;2020-01-02;Engenharias;2012-07-21;33415;DISEC-SUP INFR PATR
F237308;Srta. Rebeca Sales;2018-08-25;Lingüística, Letras e Artes;2017-09-26;33415;DISEC-SUP INFR PATR
F237309;Caio Costa;2016-03-20;Engenharias;2015-08-09;33415;DISEC-SUP INFR PATR
F237310;Yago Duarte;2023-10-06;Ciências Humanas;2022-08-26;33415;DISEC-SUP INFR PATR
F237311;Ian Caldeira;2023-07-26;Ciências Biológicas;2016-12-31;38380;DICOI-CONTR.INTERNOS
